state,postcode,individuals_2003-04,median_taxable_income_2003-04,average_taxable_income_2003-04,individuals_2013-14,median_taxable_income_2013-14,average_taxable_income_2013-14,individuals_2014-15,median_taxable_income_2014-15,average_taxable_income_2014-15,individuals_2015-16,median_taxable_income_2015-16,average_taxable_income_2015-16,individuals_2016-17,median_taxable_income_2016-17,average_taxable_income_2016-17,individuals_2017-18,median_taxable_income_2017-18,average_taxable_income_2017-18,individuals_2018-19,median_taxable_income_2018-19,average_taxable_income_2018-19,individuals_2019-20,median_taxable_income_2019-20,average_taxable_income_2019-20
NSW,2848,654,22693,30832,538,34975,46268,533,33114,44321,528,31772,42787,544,31134,41279,553,30616,41429,550,33575,44802,543,36290,44909
NSW,2849,930,21478,23697,791,31691,45924,776,31100,39923,782,32257,42912,773,34085,46025,790,36813,48705,782,35917,49467,809,33199,45006
NSW,2850,8182,23250,27960,9159,38567,53699,9208,39113,52964,9362,40119,54475,9647,41021,54571,10025,43204,58085,10211,45149,59866,10455,45941,60574
NSW,2852,1688,21618,26864,1734,35158,58948,1663,35835,49724,1652,36682,49284,1735,36941,48993,1812,39725,52892,1871,39261,52613,1889,40599,51812
NSW,2864,484,26458,25618,504,37964,43944,487,38167,45788,465,39447,48183,476,40070,47314,468,41731,48224,471,44307,53070,464,44478,49744
NSW,2865,523,26048,29826,460,38571,42916,466,39985,45703,475,40364,47054,463,40887,48299,478,43305,49024,474,42862,46714,466,44497,48306
NSW,2866,1556,25752,29481,1594,37039,44012,1597,38731,47222,1629,38399,48016,1630,40059,48511,1698,41862,54342,1684,41899,49432,1654,42430,49867
NSW,2867,368,22807,26005,338,31186,36558,325,34172,41372,322,37273,43356,328,36356,44889,308,36620,42951,306,34775,40873,301,36464,42798
NSW,2868,385,22039,28641,327,32017,43659,313,34038,44594,321,34075,45551,329,35890,41463,356,32112,38533,345,29258,28099,348,27054,28163
NSW,2869,795,17609,20111,676,30174,37010,678,33235,40131,698,33992,40069,694,34602,38201,714,34061,39147,725,32344,36026,714,35130,35712
NSW,2870,6440,25365,29897,6229,39063,47930,6258,39634,48402,6243,41050,49872,6310,41293,49653,6334,42447,51310,6401,43399,51862,6479,45063,53147
NSW,2871,4840,22286,25491,4683,37228,44450,4717,38690,46386,4782,39417,50888,4816,40150,47564,4851,41556,49784,4859,41960,48762,4967,42232,47463
NSW,2873,449,20932,23891,376,31078,38869,376,39803,47693,375,38586,45736,362,36989,43823,366,31237,36018,367,23243,21565,375,23303,9822
NSW,2874,310,21368,23911,245,33668,34048,244,34460,40428,248,34246,41738,254,39533,42272,249,37955,40035,257,27427,30149,256,26412,22034
NSW,2875,556,21237,22986,465,30308,39084,486,33557,40300,484,32270,39408,466,35721,44037,469,33151,37896,461,31976,34212,476,30445,29953
NSW,2876,278,16023,18853,229,25628,30513,246,32296,37682,251,27924,36834,238,30604,37158,233,30667,31066,241,22827,19160,239,22400,14875
NSW,2877,2331,20577,21750,2074,35989,42639,2003,37677,44109,1978,38321,44121,1982,38715,46325,1937,38599,45272,1909,35782,38422,1863,38222,35999
NSW,2879,338,21976,25629,265,45579,53897,246,41576,53192,215,42702,53281,214,41962,51488,217,46907,55001,226,48690,60241,224,50702,62745
NSW,2880,9555,24539,29583,8848,41580,50431,8926,42273,51951,8794,43628,53226,8704,44723,54346,8815,45817,55695,8861,47314,57395,8808,48991,58404
NSW,2898,261,26836,32781,265,35726,49370,293,35821,46397,297,41602,49157,297,40846,67795,299,42528,57562,312,49805,65075,307,45427,53338
NSW,2899,,,,,,,,,,224,12299,27869,1141,34528,38572,1159,37187,41195,1186,39682,44856,1194,42062,47872
NT ,800,1884,34909,40929,5272,43291,61449,5579,43998,61992,5464,50893,71262,5469,54381,75120,5168,56363,74990,5267,54804,68733,5524,52958,66722
NT ,801,1596,36413,42059,1454,55077,71347,1100,59595,77193,851,69522,90147,688,67777,87663,606,69240,91598,514,65165,88695,432,68197,158655
NT ,804,345,36910,46382,329,63457,78459,299,62842,75926,,,,,,,,,,,,,,,
NT ,810,16298,33288,37139,20337,53134,62452,20792,53833,63799,21128,54307,64719,21199,54207,64240,21449,55311,66197,21433,56211,66485,21829,56041,67005
NT ,811,973,37718,41559,678,60446,71979,555,62386,74350,418,64327,78022,383,62541,76647,329,67261,83623,282,73070,82712,207,73279,88792
NT ,812,11132,34081,36079,11690,54619,61832,11640,55214,63160,11509,55473,63273,11330,55061,62800,11170,56497,64626,11118,56666,65356,10939,57528,64868
NT ,814,339,34531,36687,318,56221,67055,283,50639,67080,225,62046,73740,,,,,,,,,,,,
NT ,820,10048,37745,43555,13138,58176,73025,13388,59878,74982,13252,62522,79588,12940,61759,78787,13186,63161,80947,13175,62496,81945,13584,62002,75869
NT ,821,1341,33696,36236,893,57134,66211,794,59819,71735,616,64557,75086,546,61504,74639,453,63532,77672,374,60461,90646,347,64295,81188
NT ,822,3574,15829,22438,4753,32642,44691,5134,33440,45155,5636,34348,45881,5981,34654,46457,6279,36292,48181,6800,36121,47658,6949,37359,48833
NT ,828,572,30389,39787,625,60987,81971,698,57018,71883,733,55642,71860,746,52407,67936,726,57990,70823,810,60175,74056,826,59929,79747
NT ,829,,,,,,,,,,248,59035,60547,325,57849,60150,345,62777,62359,358,68127,68805,366,62089,60747
NT ,830,10024,35069,35456,11316,57540,63396,11196,58260,65035,11179,59420,67017,11171,58322,66015,11232,59215,67718,11186,60162,66144,11089,59868,66193
NT ,831,1387,35195,37326,1658,59838,68191,1427,61379,72351,1118,65128,73611,945,65056,75247,784,69114,75890,560,64849,73124,486,69186,75946
NT ,832,2757,37302,37361,7408,61337,67668,7976,62987,71322,8969,64310,72801,9845,62737,71198,10529,63838,72318,10964,64852,69222,11392,64293,68390
NT ,834,,,,,,,372,60604,70848,410,55813,67523,492,56399,70819,511,60660,69005,553,59221,69442,658,57144,66453
NT ,835,3011,34500,37091,3370,58789,70602,3325,59084,72316,3312,60461,70955,3176,59222,69723,3052,61348,72853,2943,62024,71797,2852,62723,73228
NT ,836,3592,31577,33565,4488,57100,66038,4678,56532,66280,4791,57846,67650,4870,57033,68089,4947,60531,71130,4936,61166,69889,4964,62070,70836
NT ,837,937,28399,30930,706,51361,59019,660,50644,60850,620,48215,58252,569,47616,56855,536,49098,61189,517,52094,64882,479,50811,62538
NT ,838,,,,,,,439,51750,60326,471,56740,66047,486,55358,65104,524,59681,67834,530,58712,67111,559,57852,65416
NT ,839,,,,,,,784,60664,69903,770,61778,69382,835,58304,65818,773,61223,71026,686,61121,71246,642,61718,69107
NT ,841,,,,,,,320,59113,65047,319,57322,66077,311,56410,66301,333,57114,68127,333,57755,66055,330,53776,63317
NT ,845,355,28808,31087,361,43666,49767,388,45278,52605,389,44303,53087,371,45040,52412,330,47645,53458,320,47921,54394,352,44357,53804
NT ,846,,,,,,,204,44662,52055,217,41888,56425,,,,214,45228,52090,207,42046,53306,,,
NT ,850,3082,32087,33816,3453,50231,55941,3715,49571,54196,3814,50527,56110,3933,51521,57995,4010,53412,58620,4190,54678,60635,4219,56627,63119
NT ,851,1700,30629,32992,1424,49730,56437,1250,49496,56088,1155,53533,61920,1061,53582,59505,966,56365,62068,916,59961,64224,795,58249,64421
NT ,852,1421,15945,20766,1617,30700,38428,1692,31578,39028,1763,32455,40343,1844,31730,37988,1904,33294,40522,2084,31250,41217,2084,32801,41668
NT ,853,452,45116,41470,384,66243,64734,396,61327,61276,453,66875,64369,538,66867,64480,535,73253,69577,544,74839,72177,537,76343,74141
NT ,854,274,21964,27677,427,37884,51123,422,35266,42690,433,34982,43617,438,33934,40906,442,37626,45152,458,34306,43957,454,36134,47361
NT ,860,1036,28368,25287,819,52177,58561,827,53932,58079,940,52144,56788,984,50131,57251,989,53302,59280,1049,56702,60961,1162,55595,60418
NT ,861,546,22846,28775,682,40661,46314,664,41980,47825,601,43941,52911,612,48314,54097,616,50751,57252,555,53469,58771,451,56820,64517
NT ,862,286,16888,21626,211,37007,42135,209,36786,43192,243,36955,43049,233,37279,43043,267,39396,44185,299,38246,43381,290,41042,42880
NT ,870,12453,31881,35225,13457,49232,56679,13409,50609,57704,13836,52076,59724,14153,52937,60704,14293,54955,63014,14465,56665,64062,14226,57487,65806
NT ,871,3314,32484,35621,2441,49740,57028,2390,51229,58366,1898,54883,61767,1605,55341,62960,1452,56622,68407,1266,59311,67173,1110,62445,70316
NT ,872,4830,13836,20244,3424,31303,38797,3520,31883,39965,3677,32944,41760,3933,34050,42747,4066,35393,43995,4355,34643,42433,4006,36564,44643
NT ,873,,,,,,,,,,,,,,,,,,,406,54574,61508,491,56293,64341
NT ,875,,,,,,,,,,,,,375,48567,54278,468,49479,55177,585,49973,55005,699,51857,59087
NT ,880,1163,41383,46540,681,50431,66204,633,42004,56522,786,42236,59254,793,46138,58317,936,46841,61156,1063,49761,64626,1193,52241,66207
NT ,881,1801,30857,39681,1875,55519,68368,1738,52755,65647,1778,54804,64821,1754,55692,64864,1685,58915,67540,1616,61990,70426,1495,64216,72023
NT ,885,539,45045,52234,616,72005,86222,600,68315,86713,587,69704,86215,527,75417,83343,528,77772,86277,566,77249,88081,609,80421,91971
NT ,886,892,33510,39501,869,53899,62867,808,53781,63557,798,53760,63625,815,56003,62868,751,55735,64868,780,57276,66258,729,58607,68672
QLD,4000,5973,30319,45541,12131,35759,61731,11990,36507,62920,12657,33550,58869,12738,34572,62182,13233,36931,63517,13908,37683,63913,14431,39286,66187
QLD,4001,,,,,,,,,,,,,576,37969,88949,501,54520,79305,676,29527,64346,627,38492,73913
QLD,4005,9789,34106,46943,11592,57821,89085,12006,58366,91944,12214,59646,93745,12426,60497,92487,12560,61401,98588,12868,63447,98129,12669,66170,101664
QLD,4006,6096,32219,40489,9055,49748,76666,9711,49241,76099,10822,48760,69682,12969,49002,66839,15282,50316,65775,17003,52441,69836,17750,54330,70809
QLD,4007,6670,36729,60425,8068,55408,99788,8415,56197,103320,8763,55138,101505,9278,56046,107478,9704,57758,108288,10282,60166,109289,10757,62321,107948
QLD,4008,232,31440,35512,236,50032,68591,251,51643,63853,239,49615,60142,225,52062,58364,221,50880,66150,215,51112,56374,217,50640,58769
QLD,4010,1642,31520,37485,1799,49604,63551,1822,50205,63996,1974,49963,64015,2373,52580,63845,2576,53687,66348,2651,55796,68561,2723,56874,69298
QLD,4011,9261,33923,47124,10037,52545,85401,10147,53181,85981,10136,54044,86493,10311,54507,86326,10533,55879,91626,10765,57213,96512,10947,58790,96727
QLD,4012,10865,31556,34541,12999,50848,65018,13664,51690,65139,14208,52705,65070,14619,53998,64527,15051,55220,67337,15572,56808,68723,15697,57476,70661
QLD,4013,2660,31214,34235,2953,49477,60828,3014,49846,61210,3081,51076,62271,3151,50805,62436,3154,53144,64810,3313,54322,66961,3319,53954,67185
QLD,4014,5660,30170,32399,7073,46944,55801,7240,48232,56549,7446,50639,58736,7699,51102,59384,7934,53738,62131,8131,56428,65852,8286,57743,67982
QLD,4017,19691,29119,32208,20932,45618,54556,21132,46656,55202,21539,47249,55949,21858,47863,56380,21997,49636,58739,22381,51050,60553,22623,52319,62084
QLD,4018,4090,29423,31017,6005,45567,50728,6539,45984,51049,7069,46515,51743,7498,46865,51732,7926,47264,52310,8140,48770,53641,8318,48558,54482
QLD,4019,9998,25331,29019,10494,41498,49901,10615,42899,51317,10872,43813,51364,11073,44119,51960,11300,44942,53138,11355,46226,54607,11573,47080,55719
QLD,4020,10949,26257,32614,12233,41335,54135,12296,41826,54888,12541,42427,55473,12710,43104,56487,13201,44502,58262,13951,45570,58698,14601,46912,59940
QLD,4021,4785,25951,28952,4863,39703,45305,4842,39970,45653,4761,40810,46605,4800,41216,47072,4944,41601,47345,5056,43519,48503,4970,44657,49450
QLD,4022,2253,23937,27427,3272,39410,44478,3295,40599,46028,3338,41413,46830,3344,41159,46421,3422,42868,47947,3543,42754,48104,3650,44022,49990
QLD,4030,8904,32890,39321,9646,50037,66924,9865,50024,68772,10472,51411,69411,11300,52404,70012,11793,54090,72644,12259,55670,74209,12450,57160,77766
QLD,4031,7089,32430,36024,7770,52377,64410,8043,52981,65723,8303,54527,66791,8580,53976,67082,8808,55436,69133,9022,57940,71951,9199,60397,76948
QLD,4032,7729,28743,32161,9044,43075,52904,9156,44038,52733,9536,45131,54737,10126,45337,53791,10849,46256,54865,11252,48125,56408,11454,49118,57748
QLD,4034,24557,28796,32752,26150,44448,53284,26573,44968,54296,26882,45995,54771,27356,46469,55214,27986,47823,56638,28439,49710,58373,28680,50191,59637
QLD,4035,14886,31838,39693,15261,48160,63740,15385,49251,64640,15592,49637,65784,16059,51059,66781,16486,52997,68982,17018,54635,70771,17472,56036,72412
QLD,4036,3758,29833,31656,3885,44310,49464,3855,45542,50498,3847,46609,51777,3956,46770,53891,4115,48247,54048,4168,50077,54361,4244,50272,55767
QLD,4037,4136,34716,38534,4851,50481,62929,4920,52135,62710,4972,52945,64542,5055,53134,64250,5069,55587,66441,5076,55826,68759,5098,57732,69626
QLD,4051,15397,32833,39028,17128,52966,71990,17432,54057,73416,17506,54964,75281,18088,55630,77276,18456,57666,79827,18954,58635,81189,19363,60731,83266
QLD,4053,25288,30293,34513,26327,48190,57739,26561,49475,59100,27074,50273,60073,27693,51155,60446,28407,52981,62964,29097,54800,64574,29689,56690,66896
QLD,4054,8708,30027,32792,8692,43897,51627,8409,45205,53170,8315,46601,54158,8301,48471,55272,8406,49920,57055,8451,52214,59747,8494,53851,62265
QLD,4055,12267,31279,35523,12203,49081,59659,12496,49988,60924,12694,50910,61377,12856,51961,62277,13353,53930,63975,13417,55633,66651,13777,58218,68429
QLD,4059,6222,31208,39143,7100,47722,66846,7377,48441,66856,7416,47739,67531,7724,47889,66937,7927,46926,68470,8000,48468,69866,8295,49583,71580
QLD,4060,7763,33179,42810,8170,53462,78882,8241,54390,81783,8317,55697,82748,8465,57925,84196,8548,60742,90118,8656,61150,89738,8673,64450,94486
QLD,4061,10978,32108,40448,10335,47977,66855,10308,49701,68539,10419,50449,68987,10531,51360,70193,10595,54380,74133,10768,56358,77779,10961,58340,77754
QLD,4064,6864,32432,43574,7400,53677,85588,7562,53220,91718,7657,54822,85167,8089,54908,89060,8437,56579,91291,8517,59841,93193,8609,61139,95797
QLD,4065,5641,34883,46830,5740,57042,92074,5903,55971,89431,6034,58209,95325,6233,61073,96834,6349,64516,98818,6346,65898,106835,6485,68405,105521
QLD,4066,10335,29413,39716,11052,48012,69006,11053,47492,69858,10930,49493,71621,11230,49950,71961,11778,50850,74239,12260,52474,76997,12418,53256,79051
QLD,4067,5470,23975,42475,5004,40250,79152,5001,39485,77990,5035,37612,75729,5192,36639,74492,5374,37202,78074,5572,39036,79338,5805,38441,79762
QLD,4068,13984,30692,46234,14507,47175,79551,14713,46546,78039,14872,46847,78610,15148,46746,77158,15713,48685,81310,16070,50626,83363,16368,52076,85035
QLD,4069,21849,34004,50892,21686,50188,84460,21659,51069,84996,21777,51675,82754,22133,52316,83319,22408,54274,89144,22525,56649,91702,22763,59206,96738
QLD,4070,4922,31943,40990,6767,48812,63604,6931,48838,63864,7038,50806,65274,7146,51214,65107,7224,53478,68124,7293,55771,69261,7450,55934,70714
QLD,4073,4660,33598,39121,5517,52048,69459,5516,52131,69627,5571,53141,70325,5660,52431,68873,5683,55131,72400,5737,57906,75133,5744,59287,76123
QLD,4074,16137,31483,38497,15384,45951,57903,15409,46709,59074,15412,47407,59199,15427,48359,60679,15513,49797,61612,15479,51489,63298,15593,52990,66284
QLD,4075,12586,31052,39479,13755,49240,69065,13882,50960,76805,14285,51362,70533,14904,51902,69842,15336,53855,73184,15688,55828,75462,15939,57603,76809
