year,postcode,total_population,median_total_personal_income_weekly,median_total_family_income_weekly,labor_force
2021,3379,749,635,1666,341
2021,3380,6220,658,1504,2624
2021,3381,1401,773,1926,665
2021,3384,608,602,1381,252
2021,3385,541,617,1473,246
2021,3387,289,679,1452,154
2021,3388,567,654,1463,230
2021,3390,957,620,1508,375
2021,3391,181,703,1406,83
2021,3392,584,511,1259,229
2021,3393,2614,662,1606,1086
2021,3395,350,654,1718,151
2021,3396,694,572,1380,293
2021,3400,15134,748,1756,6972
2021,3401,4596,865,2149,2506
2021,3407,416,743,1652,205
2021,3409,987,776,1866,534
2021,3412,295,570,1270,118
2021,3413,196,900,2541,113
2021,3414,1719,585,1441,654
2021,3415,36,1031,3562,26
2021,3418,2875,732,1792,1351
2021,3419,891,635,1505,413
2021,3420,283,955,2150,150
2021,3423,476,464,1222,154
2021,3424,750,630,1510,290
2021,3427,5669,970,2214,3062
2021,3428,668,726,2022,321
2021,3429,39093,853,2237,20046
2021,3430,303,852,2042,154
2021,3431,4390,881,2386,2289
2021,3432,185,791,2374,95
2021,3433,207,757,2285,109
2021,3434,6143,857,2313,3123
2021,3435,3228,781,2111,1578
2021,3437,11715,958,2671,5911
2021,3438,2509,874,2584,1229
2021,3440,2073,939,2763,1014
2021,3441,1450,1075,3021,708
2021,3442,8586,873,2531,4053
2021,3444,10066,762,2083,4763
2021,3446,1101,752,1878,535
2021,3447,524,704,1792,253
2021,3448,981,680,1788,468
2021,3450,7588,669,1638,2836
2021,3451,5819,705,1765,2682
2021,3453,1852,794,2010,903
2021,3458,2330,755,1946,1059
2021,3460,2799,714,1720,1178
2021,3461,4614,677,1760,2119
2021,3462,1230,614,1574,522
2021,3463,2588,602,1525,1060
2021,3464,1192,603,1542,512
2021,3465,10111,513,1261,3536
2021,3467,1356,503,1281,469
2021,3468,267,552,1325,115
2021,3469,269,489,1031,91
2021,3472,1492,467,1037,437
2021,3475,373,447,1125,114
2021,3477,817,703,1593,378
2021,3478,2584,545,1285,1026
2021,3480,1805,621,1503,781
2021,3482,207,487,1449,60
2021,3483,882,750,1728,436
2021,3485,291,504,1292,108
2021,3487,82,706,1916,41
2021,3488,89,840,1825,40
2021,3489,62,725,1687,23
2021,3490,1292,625,1558,550
2021,3491,149,558,1312,57
2021,3494,641,760,1512,314
2021,3496,6464,681,1684,2847
2021,3498,5977,763,1935,2928
2021,3500,34565,681,1635,14809
2021,3501,2146,872,2357,1104
2021,3505,5010,662,1638,2170
2021,3506,33,562,1125,17
2021,3507,171,575,1406,51
2021,3509,228,717,1471,104
2021,3512,369,739,1762,178
2021,3515,2516,872,2122,1299
2021,3516,722,690,1634,371
2021,3517,1497,515,1279,538
2021,3518,1321,486,1282,456
2021,3520,156,415,738,30
2021,3521,772,728,2013,377
2021,3522,338,612,1656,157
2021,3523,3965,506,1336,1410
2021,3525,1369,552,1308,558
2021,3527,741,635,1412,311
2021,3529,117,671,2083,60
2021,3530,114,597,1958,59
2021,3531,194,661,1437,80
2021,3533,744,564,1416,302
2021,3537,1094,619,1507,412
2021,3540,263,523,1218,100
2021,3542,139,612,1687,60
2021,3544,252,702,1550,114
2021,3546,346,663,1611,171
2021,3549,4017,630,1507,1670
2021,3550,41839,743,1836,19460
2021,3551,35614,852,2204,17829
2021,3555,21043,676,1580,9108
2021,3556,14088,653,1529,6108
2021,3557,853,754,2018,426
2021,3558,971,580,1403,365
2021,3559,563,678,1781,262
2021,3561,4498,619,1534,1933
2021,3562,257,816,1958,126
2021,3563,850,648,1523,369
2021,3564,17080,718,1755,7929
2021,3565,134,641,2062,63
2021,3566,578,607,1393,270
2021,3567,665,591,1367,327
2021,3568,2947,609,1458,1242
2021,3570,837,622,1618,353
2021,3571,305,611,1792,158
2021,3572,137,682,1937,71
2021,3573,340,692,1476,167
2021,3575,842,634,1399,375
2021,3576,60,612,1374,34
2021,3579,5450,588,1416,2195
2021,3580,1101,538,1319,419
2021,3581,147,635,1463,66
2021,3583,162,510,1625,75
2021,3584,1138,727,1807,539
2021,3585,11508,757,1804,5406
2021,3586,799,784,1949,431
2021,3588,404,592,1395,176
2021,3589,359,828,2053,188
2021,3590,337,687,1645,163
2021,3591,163,725,1916,90
2021,3594,536,674,1474,254
2021,3595,673,485,1286,217
2021,3596,103,634,2150,48
2021,3597,458,827,1859,268
2021,3599,154,752,1625,64
2021,3607,160,825,1687,79
2021,3608,2825,676,1698,1207
2021,3610,1600,587,1574,633
2021,3612,1801,497,1236,639
2021,3614,927,901,2210,491
2021,3616,5605,723,1805,2561
2021,3617,161,543,1343,79
2021,3618,679,557,1406,290
2021,3620,8340,643,1586,3653
2021,3621,2437,669,1608,1128
2021,3622,537,686,1718,267
2021,3623,890,575,1414,403
2021,3624,563,597,1399,225
2021,3629,9536,647,1494,3893
2021,3630,32151,678,1582,13262
2021,3631,14605,845,2178,7304
2021,3633,620,754,2054,336
2021,3634,1888,782,1963,953
2021,3635,552,685,1682,278
2021,3636,5375,638,1514,2216
2021,3637,642,633,1666,300
2021,3638,2199,625,1734,1001
2021,3639,479,472,1238,223
2021,3640,1025,736,1618,515
2021,3641,1266,629,1593,563
2021,3644,9390,630,1532,3917
2021,3646,601,675,1583,288
2021,3647,51,381,3374,24
2021,3649,478,657,1462,222
2021,3658,6251,721,1923,2915
2021,3659,748,808,2008,381
2021,3660,7842,649,1546,3328
2021,3662,1108,1300,2602,687
2021,3663,183,900,2150,93
2021,3664,1139,757,1757,563
2021,3665,397,674,1718,190
2021,3666,5142,637,1505,2172
2021,3669,1475,567,1409,586
2021,3670,596,669,1586,297
2021,3672,10822,645,1521,4437
2021,3673,1818,685,1599,918
2021,3675,1936,753,1746,1004
2021,3677,19214,700,1694,8563
2021,3678,6568,803,2001,3419
2021,3682,645,760,1762,349
2021,3683,1748,693,1737,816
2021,3685,2935,744,1859,1374
2021,3687,1061,696,1648,473
2021,3688,1334,834,2105,719
2021,3690,35051,758,1829,16278
2021,3691,12771,961,2262,6750
2021,3695,488,784,2022,279
2021,3697,568,689,2021,263
2021,3698,1012,726,1822,468
2021,3699,1242,723,1493,584
2021,3700,1403,674,1531,605
2021,3701,1101,725,1736,512
2021,3704,26,700,1437,16
2021,3705,254,654,1444,128
2021,3707,1871,631,1488,833
2021,3708,66,630,1375,36
2021,3709,307,606,1562,138
2021,3711,591,698,1759,268
2021,3712,354,660,1642,164
2021,3713,1023,591,1312,390
2021,3714,3749,651,1570,1624
2021,3715,371,652,1446,176
2021,3717,3544,625,1567,1477
2021,3718,91,660,1792,49
2021,3719,420,652,1447,207
2021,3720,666,662,1548,335
2021,3722,5815,756,1790,2739
2021,3723,3727,685,1591,1554
2021,3725,645,690,1783,304
2021,3726,411,517,1428,176
2021,3727,303,566,1233,120
2021,3728,687,607,1396,301
2021,3730,9719,638,1490,3946
2021,3732,608,735,1702,301
2021,3733,220,669,1625,117
2021,3735,638,844,1897,364
2021,3737,4426,680,1678,2093
2021,3738,197,734,1839,108
2021,3739,239,744,1562,122
2021,3740,1183,781,1862,634
2021,3741,3426,791,1807,1632
2021,3744,522,784,1895,223
2021,3746,382,646,1833,157
2021,3747,5054,766,1904,2349
2021,3749,2123,801,2071,1001
2021,3750,24407,843,2027,11246
2021,3751,150,671,1687,58
2021,3752,24989,824,2249,12943
2021,3753,4642,978,2333,2350
2021,3754,50494,903,2229,25205
2021,3755,246,586,1699,100
2021,3756,15931,842,2054,7744
2021,3757,9735,742,2095,4548
2021,3758,2281,795,2259,1117
2021,3759,1063,915,2692,578
2021,3760,356,1012,2600,209
2021,3761,1186,816,2406,587
2021,3762,117,949,1812,62
2021,3763,1662,788,2085,848
2021,3764,10578,749,1972,4875
2021,3765,6900,855,2381,3473
2021,3766,1277,958,2406,664
2021,3767,1271,858,2369,640
2021,3770,3306,839,2198,1765
2021,3775,4080,823,2177,2097
2021,3777,10922,711,1921,5142
2021,3778,201,790,2022,117
2021,3779,501,597,1390,196
2021,3781,4638,846,2205,2321
2021,3782,7974,850,2399,4146
2021,3783,2559,815,2276,1255
2021,3785,69,974,2374,32
2021,3786,1524,875,2792,808
2021,3787,961,891,2368,527
2021,3788,1773,859,2429,892
2021,3789,294,949,2821,137
2021,3791,1418,821,2308,744
2021,3792,1046,874,2355,543
2021,3793,3651,759,2036,1763
2021,3795,1323,805,2329,691
2021,3796,9799,828,2263,5289
2021,3797,3764,619,1764,1655
2021,3799,5951,625,1567,2482
2021,3802,24455,677,1906,11135
2021,3803,11355,602,1623,4572
2021,3804,8466,803,2599,4277
2021,3805,58600,745,2051,28461
2021,3806,51308,855,2354,25882
2021,3807,7655,889,2628,4210
2021,3808,3147,991,2834,1680
2021,3809,19662,973,2265,10526
2021,3810,55588,784,1894,26180
2021,3812,2488,777,2197,1291
2021,3813,963,776,2327,495
2021,3814,2604,746,2005,1273
2021,3815,3693,772,2214,1779
2021,3816,3227,728,1869,1462
2021,3818,17313,702,1797,7785
2021,3820,20054,755,1984,9342
2021,3821,3142,768,2157,1657
2021,3822,1001,807,1972,508
2021,3823,2117,721,1787,991
2021,3824,5438,729,1888,2488
2021,3825,21078,597,1483,8196
2021,3831,2012,684,1565,882
2021,3832,245,645,1402,124
2021,3833,340,483,1292,128
2021,3835,475,613,1525,231
2021,3840,17225,560,1386,6068
2021,3842,4924,577,1347,1816
2021,3844,31179,774,2007,14599
2021,3847,2278,630,1660,960
2021,3850,15472,704,1787,6654
2021,3851,6231,571,1521,2267
2021,3852,210,1533,4250,192
2021,3854,1478,809,2229,768
2021,3856,1085,782,2036,511
2021,3857,389,684,1784,182
2021,3858,3125,595,1568,1290
2021,3859,945,751,1800,458
2021,3860,7455,679,1735,3225
2021,3862,3547,701,1726,1619
2021,3864,241,575,1583,103
2021,3865,527,702,1449,252
2021,3869,1738,744,1995,871
2021,3870,1319,599,1461,560
2021,3871,3039,648,1652,1306
2021,3873,324,684,1916,144
2021,3874,610,519,1257,250
2021,3875,20015,655,1540,8481
2021,3878,1306,599,1365,508
2021,3880,4235,559,1267,1355
2021,3882,1322,667,1657,605
2021,3885,1876,638,1523,891
2021,3886,415,566,1337,161
2021,3887,268,525,1097,105
2021,3888,3502,532,1325,1314
2021,3889,171,396,819,45
2021,3890,335,462,1071,105
2021,3891,121,417,959,38
2021,3892,1183,591,1375,462
2021,3893,25,762,2083,18
2021,3895,198,634,1312,98
2021,3896,351,708,1638,166
2021,3898,705,721,1609,338
2021,3900,173,690,1392,73
2021,3902,423,541,1287,160
2021,3903,861,557,1258,308
2021,3904,1899,617,1370,756
2021,3909,8713,549,1300,2939
2021,3910,23588,868,2253,12506
2021,3911,3514,799,2196,1884
2021,3912,15633,802,2153,8095
2021,3913,3449,783,2110,1847
2021,3915,10723,643,1552,4321
2021,3916,1036,1002,2654,458
2021,3918,4276,725,1991,2031
2021,3919,3343,730,1815,1618
2021,3920,1124,1087,2399,939
2021,3921,139,444,1050,57
2021,3922,10118,618,1422,3902
2021,3923,836,714,1577,329
2021,3925,4550,722,1822,1991
2021,3926,3421,886,2304,1585
2021,3927,1857,874,2284,825
2021,3928,453,1081,2531,225
2021,3929,1130,1118,2851,446
2021,3930,18734,966,2956,8937
2021,3931,25759,740,2001,11179
2021,3933,1004,837,2430,572
2021,3934,19846,846,2481,9421
2021,3936,13366,710,1794,5832
2021,3937,1717,1002,2719,824
2021,3938,3311,737,1858,1442
2021,3939,15900,640,1624,6505
2021,3940,5246,558,1316,1626
2021,3941,13591,701,1718,5732
2021,3942,2786,787,1986,1092
2021,3943,2013,936,2215,742
2021,3944,787,1541,3250,303
2021,3945,1092,761,1834,530
2021,3946,303,787,1797,158
2021,3950,5133,619,1541,2236
2021,3951,1020,716,1783,517
2021,3953,8194,674,1733,3672
2021,3954,366,760,2250,207
2021,3956,3037,645,1503,1320
2021,3957,310,728,1894,153
2021,3958,284,783,1892,146
2021,3959,1223,709,1690,556
2021,3960,2715,581,1433,1045
2021,3962,954,491,1221,373
2021,3964,174,697,1775,91
2021,3965,220,489,1187,71
2021,3966,544,604,1341,239
2021,3967,108,489,1416,51
2021,3971,4195,544,1327,1630
2021,3975,18048,864,2285,8858
2021,3976,26082,668,1614,11108
2021,3977,117143,804,2021,55823
2021,3978,43202,937,2197,22062
2021,3979,365,707,1928,187
2021,3980,3571,800,2130,1806
2021,3981,5437,792,2067,2738
2021,3984,7374,660,1687,3252
2021,3987,1644,771,2011,809
2021,3988,1094,727,1914,558
2021,3990,118,621,1687,65
2021,3991,405,550,1674,178
2021,3992,1281,699,1601,641
2021,3995,11596,569,1392,4555
2021,3996,6649,706,1742,2652
2021,4000,20341,924,2384,12192
2021,4005,17714,1380,3306,11097
2021,4006,24411,1168,2460,16871
2021,4007,15451,1202,3020,8927
2021,4008,373,859,1946,137
2021,4009,11,724,1375,5
2021,4010,3446,1168,2528,2230
2021,4011,15813,1129,3107,9028
2021,4012,23440,1089,2717,13820
2021,4013,4876,998,2627,2810
2021,4014,13190,1034,2683,7183
2021,4017,37756,849,2304,18817
2021,4018,14097,783,1957,6718
2021,4019,20576,700,1769,8982
2021,4020,25603,721,1914,11051
2021,4021,9745,625,1619,3957
2021,4022,7538,647,1604,3010
2021,4025,309,825,1625,158
2021,4030,18592,1120,2852,11479
2021,4031,14292,1136,2889,8548
2021,4032,18389,856,2066,9329
2021,4034,46741,842,2209,22932
2021,4035,27323,1008,2742,14630
2021,4036,7000,857,2134,3528
2021,4037,7822,1047,2862,4429
2021,4051,29574,1164,3149,17356
2021,4053,47604,1023,2589,25936
2021,4054,13986,903,2319,7090
2021,4055,22364,1023,2729,11735
2021,4059,13740,904,2688,8093
2021,4060,13450,1154,3654,7484
2021,4061,17318,1038,2957,8821
2021,4064,12191,1248,3406,7745
2021,4065,10171,1340,4152,5593
2021,4066,18609,1003,2760,11215
2021,4067,12220,548,2389,5874
2021,4068,25676,976,2662,13722
2021,4069,35527,1084,3319,17574
2021,4070,12045,950,2634,6140
2021,4073,9293,969,2866,4713
2021,4074,24071,932,2488,12361
2021,4075,25506,1025,2794,13365
2021,4076,8353,660,1792,2217
2021,4077,35805,592,1476,13796
2021,4078,26263,774,2049,12767
2021,4101,35246,1001,2524,20068
2021,4102,10823,856,2369,6346
2021,4103,14995,961,2506,9146
2021,4104,7062,1025,2762,3851
2021,4105,13929,1022,2603,7725
2021,4106,1672,793,2067,859
2021,4107,6790,959,2526,3668
2021,4108,6188,718,1858,3046
2021,4109,37703,651,1738,16838
2021,4110,16461,822,2059,7767
2021,4111,1085,589,2213,536
2021,4112,8737,740,2171,4004
2021,4113,29524,753,1923,14457
2021,4114,29702,503,1223,8965
2021,4115,20169,801,2084,9938
2021,4116,27459,777,2003,13254
2021,4117,2954,785,1898,1212
2021,4118,31493,771,1885,14917
2021,4119,6809,803,2110,3326
2021,4120,10387,1070,2577,6478
2021,4121,26062,1092,3083,14098
2021,4122,47147,825,2263,23619
2021,4123,22857,880,2244,11448
2021,4124,23445,833,2138,11422
2021,4125,12893,766,1805,6015
2021,4127,27206,739,1883,12379
2021,4128,16936,900,2308,8978
2021,4129,6764,815,1975,3347
2021,4130,9140,893,2505,4810
2021,4131,11781,608,1505,4520
2021,4132,27070,656,1499,10049
2021,4133,22472,734,1718,9346
2021,4151,18132,1132,2846,10985
2021,4152,47570,1032,2786,25865
2021,4153,4498,949,2660,2406
2021,4154,11449,1178,3182,6230
2021,4155,1475,944,3037,754
2021,4156,3388,1015,2957,1839
2021,4157,19771,807,2120,10045
2021,4158,3877,827,1963,1895
2021,4159,14816,813,2243,7196
2021,4160,19044,860,2413,9772
2021,4161,16472,824,2059,8362
2021,4163,15850,746,1997,6969
2021,4164,19263,920,2378,10233
2021,4165,39491,818,2204,19372
2021,4169,15882,1122,2684,9976
2021,4170,28030,1201,3044,16898
2021,4171,16886,1359,3639,9744
2021,4172,4946,1120,2661,2947
2021,4173,8463,938,2277,4598
2021,4174,2843,973,2364,1588
2021,4178,26887,873,2283,13400
2021,4179,20222,920,2470,10156
2021,4183,2156,644,1534,863
2021,4184,8481,455,954,2098
2021,4205,6333,602,1396,2153
2021,4207,68477,740,1754,29763
2021,4208,24342,891,2227,12399
2021,4209,74284,838,1988,35940
2021,4210,22605,866,2257,11849
2021,4211,62508,770,1976,31057
2021,4212,33470,822,2211,16036
2021,4213,31153,783,2166,15350
2021,4214,38871,725,1970,18638
2021,4215,55425,662,1557,25544
2021,4216,39714,710,1774,17284
2021,4217,45197,795,1920,21423
2021,4218,35371,891,2179,18406
2021,4220,32574,859,2174,16538
2021,4221,28889,808,2141,14691
2021,4223,15156,778,2093,7335
2021,4224,7175,850,2074,3637
2021,4225,8374,788,1793,4022
2021,4226,37266,771,1984,18334
2021,4227,23904,810,2063,12323
2021,4228,5585,780,2347,2691
2021,4270,4388,770,2203,2200
2021,4272,8105,681,1821,3504
2021,4275,3895,830,2122,1946
2021,4280,21258,816,2128,10212
2021,4285,21763,685,1785,9504
2021,4287,938,581,1426,295
2021,4300,68675,893,2188,33583
2021,4301,36527,756,1688,15465
2021,4303,4173,537,1330,1360
2021,4304,17815,677,1566,7385
2021,4305,64356,715,1756,27670
2021,4306,43997,947,2293,22536
2021,4307,1575,739,1951,805
2021,4309,3366,643,1654,1531
2021,4310,6017,612,1484,2562
2021,4311,10412,588,1472,4013
2021,4312,2590,494,1295,923
2021,4313,2316,522,1262,877
2021,4314,3255,459,1065,951
2021,4340,6007,671,1625,2498
2021,4341,15952,635,1637,6531
2021,4342,2702,598,1551,1171
2021,4343,12173,656,1568,5393
2021,4344,2709,758,1813,1254
2021,4346,1013,764,1852,490
2021,4347,1344,633,1587,645
2021,4350,115218,748,1838,52655
2021,4352,31026,847,2191,15583
2021,4353,348,655,1805,171
2021,4354,1283,616,1476,557
2021,4355,2812,498,1223,925
2021,4356,5218,692,1735,2379
2021,4357,2531,573,1443,1028
2021,4358,2967,832,1959,1474
2021,4359,1388,785,1802,679
2021,4360,609,594,1537,236
2021,4361,2654,565,1423,1131
2021,4362,2613,569,1355,1082
2021,4363,626,696,1562,273
2021,4364,182,810,1625,83
2021,4365,596,467,1031,190
2021,4370,19195,616,1438,8105
2021,4371,695,628,1442,315
2021,4372,148,667,1687,73
2021,4373,983,543,1346,389
2021,4374,402,589,1451,191
2021,4375,229,575,1281,85
2021,4376,351,555,1333,133
2021,4377,625,560,1341,241
2021,4378,571,589,1511,254
2021,4380,8093,567,1368,3177
2021,4381,692,496,1212,266
2021,4382,462,624,1481,242
2021,4383,607,455,1075,175
2021,4384,49,900,2083,24
2021,4385,1166,478,1147,449
2021,4387,1338,577,1349,544
2021,4388,348,502,1212,132
2021,4390,6719,860,1990,3319
2021,4400,2159,787,1819,1001
2021,4401,5823,675,1558,2536
2021,4402,297,445,945,76
2021,4403,850,740,1642,388
2021,4404,474,948,2044,278
2021,4405,14360,740,1797,6567
2021,4406,1712,731,1663,881
2021,4407,506,715,1578,246
2021,4408,538,598,1472,245
2021,4410,1156,513,1258,416
2021,4411,291,737,1828,129
2021,4412,211,711,1875,107
2021,4413,8675,790,1928,3886
2021,4415,2166,706,1595,926
2021,4416,412,855,1464,247
2021,4417,699,730,1676,316
2021,4418,86,621,1687,56
2021,4419,1082,905,1682,537
2021,4420,1219,818,1984,623
2021,4421,2178,475,1066,591
2021,4422,447,709,1531,219
2021,4423,197,604,1786,106
2021,4424,235,811,1906,117
2021,4425,170,862,1906,92
2021,4426,146,617,1562,75
2021,4427,315,504,1218,112
2021,4428,627,813,1884,320
2021,4454,730,920,1949,387
2021,4455,8610,957,2190,4451
2021,4461,38,724,1625,19
2021,4462,128,662,1458,69
2021,4465,1263,622,1514,561
2021,4467,157,745,1937,89
2021,4468,260,628,1362,141
2021,4470,3184,825,1828,1468
2021,4472,1408,694,1581,667
2021,4474,72,524,1374,42
2021,4477,530,725,1422,254
2021,4478,500,809,1478,278
2021,4479,7,374,1375,8
2021,4480,625,851,2021,350
2021,4481,118,1062,2562,74
2021,4482,110,1078,2562,68
2021,4486,669,758,1713,343
2021,4487,3179,773,1708,1519
2021,4488,247,792,1300,125
2021,4489,78,494,966,36
2021,4490,1508,536,1267,557
2021,4491,94,485,1375,50
2021,4492,322,984,1981,210
2021,4493,19,824,2124,11
2021,4494,160,777,1624,83
2021,4496,208,871,1812,103
2021,4497,315,729,1553,180
2021,4498,188,1024,1906,98
2021,4500,45656,851,2163,23133
2021,4501,5905,747,1700,2688
2021,4502,8722,811,2086,4367
2021,4503,52483,834,1942,25751
2021,4504,20910,889,2283,10762
2021,4505,26144,772,2007,12556
2021,4506,25306,709,1629,11199
2021,4507,20612,529,1229,6047
2021,4508,19573,620,1486,7666
2021,4509,37952,916,2261,19344
2021,4510,55940,639,1526,22003
2021,4511,9929,569,1414,3675
2021,4512,3677,778,2168,1838
2021,4514,8605,692,1811,3204
2021,4515,4467,732,1569,2028
2021,4516,4290,789,2185,2192
2021,4517,941,726,1853,411
2021,4518,5601,739,1861,2639
2021,4519,9477,687,1742,4222
2021,4520,13885,976,2955,7008
2021,4521,5174,892,2401,2580
2021,4550,4908,724,1793,2369
2021,4551,68286,732,1845,30593
2021,4552,9019,631,1498,3484
2021,4553,10748,882,2232,5712
2021,4554,2000,695,2003,924
2021,4555,7723,748,1998,3731
2021,4556,47150,760,2058,22286
2021,4557,20161,851,2041,10394
2021,4558,23327,764,1784,10797
2021,4559,7444,736,2072,3651
2021,4560,36706,687,1734,16284
2021,4561,8637,765,1981,4250
2021,4562,8793,768,2064,4251
2021,4563,9826,664,1668,4141
2021,4564,11659,754,1790,5325
2021,4565,15033,637,1584,6162
2021,4566,8716,749,1799,3495
2021,4567,11979,885,2195,5550
2021,4568,3736,648,1631,1624
2021,4569,1756,628,1552,748
2021,4570,46427,565,1400,18148
2021,4571,903,626,1437,392
2021,4572,4235,901,2209,2235
2021,4573,31392,813,2080,15153
2021,4574,1432,652,1515,643
2021,4575,28022,809,2087,13420
2021,4580,5219,443,926,1224
2021,4581,1415,632,1294,583
2021,4600,910,496,1270,293
2021,4601,1145,510,1304,468
2021,4605,4770,495,1176,1493
2021,4606,2399,536,1343,889
2021,4608,920,552,1326,385
2021,4610,15212,640,1547,6476
2021,4611,129,546,1233,55
2021,4612,250,438,1149,78
2021,4613,886,441,938,258
2021,4614,1226,447,954,318
2021,4615,7356,469,1159,2183
2021,4620,448,476,1197,157
2021,4621,1808,460,1114,564
2021,4625,2681,592,1378,1184
2021,4626,1992,726,1510,1019
2021,4627,848,509,1125,352
2021,4630,2337,537,1329,1022
2021,4650,34942,520,1298,11816
2021,4655,66789,556,1327,23193
2021,4659,5358,459,1026,1380
2021,4660,8048,490,1179,2726
2021,4662,841,492,1276,261
2021,4670,84718,614,1467,33942
2021,4671,6285,470,1200,2049
2021,4673,669,519,1447,251
2021,4674,1579,446,1023,456
2021,4676,177,446,1042,61
2021,4677,4217,561,1360,1578
2021,4678,818,529,1361,338
2021,4680,55339,799,2139,25599
2021,4694,112,492,1906,57
2021,4695,1114,625,1914,428
2021,4697,143,478,1050,44
2021,4699,451,608,1562,186
2021,4700,17312,742,1946,7818
2021,4701,43828,781,1925,20268
2021,4702,29819,780,1944,13500
2021,4703,25129,776,2042,11513
2021,4704,126,766,2083,67
2021,4705,405,923,1694,228
2021,4706,72,624,2050,36
2021,4707,254,682,1687,108
2021,4709,732,1504,3269,389
2021,4710,5119,629,1474,1935
2021,4711,1787,893,2341,943
2021,4712,262,748,1575,122
2021,4713,1019,361,707,194
2021,4714,2945,463,1101,754
2021,4715,7068,888,2255,3455
2021,4716,825,780,2048,440
2021,4717,4702,1268,2792,2303
2021,4718,2582,926,2171,1131
2021,4719,1084,891,1937,536
2021,4720,15031,1036,2517,8035
2021,4721,3962,1034,2314,2045
2021,4722,1640,978,2225,830
2021,4723,1596,991,2245,750
2021,4724,559,953,2083,330
2021,4725,1540,869,2060,754
2021,4726,372,752,1562,181
2021,4727,310,806,1708,157
2021,4728,229,809,1562,93
2021,4730,3177,978,2175,1678
2021,4731,218,663,1281,104
2021,4732,158,778,1625,71
2021,4733,158,888,2208,95
2021,4735,960,881,2010,463
2021,4736,131,887,2250,76
2021,4737,8325,729,1960,3633
2021,4738,1155,717,1875,522
2021,4739,340,675,1600,159
2021,4740,85500,882,2232,42031
2021,4741,7346,806,2076,3297
2021,4742,1192,1140,2326,498
2021,4743,556,1727,2799,305
2021,4744,9425,1553,3327,4731
2021,4745,2918,1406,2951,1405
2021,4746,1989,1618,3154,854
2021,4750,6025,937,2313,3044
2021,4751,4681,921,2390,2395
2021,4753,4627,1000,2570,2311
2021,4754,2505,801,2153,1079
2021,4756,655,622,1604,259
2021,4757,362,518,1281,120
2021,4798,691,601,1553,266
2021,4799,971,539,1434,392
2021,4800,10081,745,1861,4730
2021,4802,13393,893,1942,7364
2021,4804,2125,702,1619,813
2021,4805,11646,713,1781,5089
2021,4806,3771,676,1652,1648
2021,4807,10785,738,1848,5081
2021,4808,1110,757,1940,543
2021,4809,985,680,1676,443
2021,4810,21697,981,2351,11439
2021,4811,13688,935,2192,6639
2021,4812,19110,802,1937,9127
2021,4814,46193,819,2077,22340
2021,4815,21397,735,1710,9099
2021,4816,9284,621,1521,3451
2021,4817,30785,870,2097,15529
2021,4818,32004,978,2248,16405
2021,4819,2475,626,1372,996
2021,4820,10732,677,1758,4342
2021,4821,1451,829,1797,699
2021,4822,779,930,1952,426
2021,4823,961,1049,2281,528
2021,4824,3380,1210,2354,1712
2021,4825,19299,1133,2603,9546
2021,4828,236,977,2041,110
2021,4829,516,1030,1974,275
2021,4830,1739,388,967,397
2021,4849,1368,506,1178,423
2021,4850,10923,643,1557,4680
2021,4852,4055,686,1461,1775
2021,4854,5525,681,1518,2494
2021,4855,809,642,1474,349
2021,4856,718,628,1460,301
2021,4858,1515,724,1712,693
2021,4859,528,586,1562,208
2021,4860,11316,642,1476,4659
2021,4861,1541,584,1529,584
2021,4865,8623,819,2031,4134
2021,4868,22896,783,1824,10711
2021,4869,20619,815,1925,9541
2021,4870,73803,814,1976,35077
2021,4871,10798,554,1374,4107
2021,4872,4248,637,1571,1770
2021,4873,6771,656,1547,2955
2021,4874,5603,1300,3008,2556
2021,4875,7526,539,1225,2525
2021,4876,2801,608,1292,847
2021,4877,5462,822,1835,2819
2021,4878,15044,804,1955,7496
2021,4879,21919,849,2044,10939
2021,4880,14331,693,1641,5653
2021,4881,4826,622,1644,1952
2021,4882,3177,715,1837,1468
2021,4883,8949,646,1509,3658
2021,4884,1901,704,1682,845
2021,4885,4021,641,1502,1666
2021,4886,965,528,1232,379
2021,4887,2127,516,1256,698
2021,4888,2752,474,1112,904
2021,4890,1437,766,1755,548
2021,4891,487,640,1449,225
2021,4892,5329,367,884,1281
2021,4895,4594,520,1309,1505
2021,5000,18202,726,2056,9124
2021,5006,6823,964,2653,3522
2021,5007,8200,877,2153,4620
2021,5008,14384,717,1958,7192
2021,5009,5471,754,2033,2833
2021,5010,6109,529,1555,2565
2021,5011,13986,877,2187,7695
2021,5012,11757,573,1529,5149
2021,5013,10654,599,1652,4763
2021,5014,12539,732,1946,6273
2021,5015,6006,832,1970,3184
2021,5016,9306,836,2242,4713
2021,5017,5200,608,1501,2133
2021,5018,5600,758,1953,2705
2021,5019,9385,770,2146,4478
2021,5020,3236,849,2126,1577
2021,5021,6768,791,2048,3074
2021,5022,16343,928,2547,8444
2021,5023,17880,706,1816,8664
2021,5024,14670,819,2208,7240
2021,5025,9358,791,2125,4711
2021,5031,10108,812,2199,5741
2021,5032,13452,827,2185,7040
2021,5033,8870,731,1937,4697
2021,5034,10148,1003,2724,5477
2021,5035,6364,886,2196,3474
2021,5037,11702,781,2088,6195
2021,5038,17401,822,2062,9653
2021,5039,9202,818,2213,4725
2021,5040,2508,630,1956,1048
2021,5041,13540,893,2603,7113
